step,Small_R8_lr_2*10-4,Small_R8_lr_3*10-4,Small_R8_lr_4*10-4,Small_R8_lr_5*10-4,Small_R32_lr_4_10-4,Small_R32_lr_5*10-4,Small_R64_lr_4_10-4,Medium_32_lr_1.5_10-4,Medium_R32_lr_3*10-4,Small_64_lr_4_10-4_correct_alpha
155.0,1.636199951171875,1.5156999826431274,1.4384000301361084,1.3803999423980713,1.2269999980926514,1.1934000253677368,1.2186000347137451,0.9660000205039978,0.8841000199317932,1.1649999618530273
310.0,1.0794999599456787,0.9460999965667723,0.8790000081062317,0.829800009727478,0.6916999816894531,0.667900025844574,0.6851999759674072,0.5705999732017517,0.5060999989509583,0.6310999989509583
465.0,0.8675000071525574,0.7576000094413757,0.7057999968528748,0.6654999852180481,0.5113999843597412,0.492900013923645,0.5049999952316284,0.4160999953746795,0.3474999964237213,0.45159998536109924
620.0,0.7511000037193298,0.6498000025749207,0.5999000072479248,0.5609999895095825,0.3980999886989593,0.3806000053882599,0.3851999938488006,0.3066000044345855,0.2469000071287155,0.3409000039100647
775.0,0.6696000099182129,0.5673999786376953,0.5163000226020813,0.4790000021457672,0.3134999871253967,0.300599992275238,0.3007000088691711,0.2236000001430511,0.1784999966621399,0.2662999927997589
930.0,0.6046000123023987,0.5011000037193298,0.4508000016212463,0.4160999953746795,0.2572999894618988,0.2518999874591827,0.2392999976873397,0.1648000031709671,0.1348000019788742,0.219200000166893
1085.0,0.5497999787330627,0.4467000067234039,0.3968999981880188,0.3671999871730804,0.215499997138977,0.2142000049352646,0.1981000006198883,0.121299996972084,0.1092000007629394,0.18469999730587006
1240.0,0.5034999847412109,0.401199996471405,0.3537000119686126,0.3287999927997589,0.1859000027179718,0.1861000061035156,0.1661999970674514,0.0944999977946281,0.0895000025629997,0.16249999403953552
1395.0,0.4591000080108642,0.3603000044822693,0.3156999945640564,0.2931999862194061,0.1579000055789947,0.1643999963998794,0.1371999979019165,0.0707999989390373,0.0744000002741813,0.14470000565052032
1550.0,0.4232000112533569,0.326200008392334,0.2838999927043915,0.2624000012874603,0.1384000033140182,0.1468999981880188,0.1146999970078468,0.0562000013887882,0.0680000036954879,0.1290999948978424
1705.0,0.388399988412857,0.2958000004291534,0.2576000094413757,0.2425000071525573,0.1237000003457069,0.1340000033378601,0.1022000014781951,0.0465999990701675,0.062399998307228,0.11429999768733978
1860.0,0.3564000129699707,0.26910001039505,0.2325000017881393,0.2157000005245208,0.1096000000834465,0.1187999993562698,0.0887999981641769,0.0386999994516372,0.0564000010490417,0.1062999963760376
2015.0,0.3307999968528747,0.2483000010251999,0.2120999991893768,0.1981000006198883,0.0996999964118003,0.1124000027775764,0.0866999998688697,0.0333000011742115,0.0518999993801116,0.09920000284910202
2170.0,0.3077999949455261,0.2289000004529953,0.1983000040054321,0.1834000051021576,0.093299999833107,0.1070000007748603,0.0860000029206276,0.0307000000029802,0.0502999983727932,0.09470000118017197
2325.0,0.2849000096321106,0.210099995136261,0.1834000051021576,0.1713999956846237,0.0855000019073486,0.1015999987721443,0.0800999999046325,0.0265999995172023,0.048200000077486,0.08780000358819962
2480.0,0.2678000032901764,0.1976999938488006,0.1720999926328659,0.1598999947309494,0.0842000022530555,0.0967999994754791,0.0790999978780746,0.025000000372529,0.0465000011026859,0.08500000089406967
2635.0,0.2487999945878982,0.1824000030755996,0.1578000038862228,0.1495999991893768,0.0754999965429306,0.0873000025749206,0.0680999979376792,0.0256999991834163,0.0450999997556209,0.08190000057220459
2790.0,0.2325000017881393,0.170300006866455,0.1476999968290329,0.1387999951839447,0.0700000002980232,0.0835999995470047,0.0595999993383884,0.0236000008881092,0.0439000017940998,0.07450000196695328
2945.0,0.2180999964475631,0.1586000025272369,0.1384000033140182,0.1296000033617019,0.0680999979376792,0.0794999971985817,0.0548000000417232,0.0225000008940696,0.0403999984264373,0.07240000367164612
3100.0,0.2040999978780746,0.1481000036001205,0.1307000070810318,0.123599998652935,0.0649999976158142,0.0802000015974044,0.0487999990582466,0.0208000000566244,0.0397000014781951,0.07270000129938126
3255.0,0.1905000060796737,0.1395999938249588,0.1212000027298927,0.1172999963164329,0.0630000010132789,0.0728000029921531,0.0460000000894069,0.0208000000566244,0.0397000014781951,0.06719999760389328
3410.0,0.1817999929189682,0.13230000436306,0.1172000020742416,0.1123000010848045,0.0614000000059604,0.0698999986052513,0.0432999990880489,0.019200000911951,0.0408999994397163,0.06719999760389328
3565.0,0.1719000041484832,0.1247000023722648,0.1115000024437904,0.1076000034809112,0.0604999996721744,0.0711999982595443,0.0410000011324882,0.0175000000745058,0.0399999991059303,0.061799999326467514
3720.0,0.1618999987840652,0.1191999986767768,0.1063999980688095,0.1062999963760376,0.0571000017225742,0.066600002348423,0.0392000004649162,0.0185000002384185,0.0399999991059303,0.06260000169277191
3875.0,,0.1124000027775764,0.100500002503395,0.1011999994516372,0.0542999990284442,0.0653000026941299,0.0410999990999698,0.0186000000685453,0.0379000008106231,0.0608999989926815
4030.0,,0.1079000011086463,0.0967999994754791,0.096400000154972,0.0504000000655651,0.0601000003516674,0.0436999984085559,0.0168999992311,0.0357999987900257,0.0575999990105629
4185.0,,0.1027999967336654,0.0952000021934509,0.0952000021934509,0.0474000014364719,0.0562999993562698,0.0452999994158744,0.0167999994009733,0.0359999984502792,0.05820000171661377
4340.0,,0.0988999977707862,0.0894000008702278,0.0908000022172927,0.0465999990701675,0.0586000010371208,0.0417999997735023,0.0175999999046325,0.0335999988019466,0.05609999969601631
4495.0,,0.0948999971151351,0.0886000022292137,0.0891000032424926,0.0447000004351139,0.0577999986708164,0.0427000001072883,0.0175000000745058,0.0353999994695186,0.0575999990105629
4650.0,,0.0908999964594841,0.0839999988675117,0.0830999985337257,0.0463000014424324,0.0573000013828277,0.0394000001251697,0.0147000001743435,0.0373999997973442,0.055799998342990875
4805.0,,,,,0.0427000001072883,,0.0392000004649162,0.0143999997526407,0.0337999984622001,0.05310000106692314
4960.0,,,,,0.0425000004470348,,0.0394000001251697,0.013600000180304,0.036200001835823,0.051500000059604645
5115.0,,,,,0.0419000014662742,,0.0368000008165836,0.0125000001862645,0.0333000011742115,0.0502999983727932
5270.0,,,,,0.0410999990999698,,0.0381999984383583,0.0143999997526407,0.0337999984622001,0.052299998700618744
5425.0,,,,,0.0436000004410743,,0.0350000001490116,0.0154999997466802,0.0331000015139579,0.049400001764297485
5580.0,,,,,0.0388000011444091,,0.0299999993294477,,0.0351000018417835,0.05040000006556511
5735.0,,,,,0.034400001168251,,0.0282000005245208,,0.0320000015199184,0.04769999906420708
5890.0,,,,,,,0.0234999991953372,,0.0328000001609325,0.048900000751018524
6045.0,,,,,,,0.0293000005185604,,0.0346000008285045,0.04879999905824661
6200.0,,,,,,,0.0267999991774559,,0.0324000008404254,0.04919999837875366
6355.0,,,,,,,0.0272000003606081,,0.0324999988079071,0.04859999939799309
6510.0,,,,,,,0.0291000008583068,,0.032600000500679,0.048700001090765
6665.0,,,,,,,0.0286999996751546,,,0.04610000178217888
6820.0,,,,,,,0.0270000007003545,,,0.050599999725818634
6975.0,,,,,,,0.0298999994993209,,,0.050999999046325684
